Date,Cage,ID,Treatment,Length,Width,Survival_Censor
04/07/2025,3,N,aPD1,3.9,3.7,0
04/07/2025,3,LR,aPD1,5.1,4.1,0
04/07/2025,4,L,HDACi + PD1,2.9,2.7,0
04/07/2025,4,R,HDACi + PD1,3.7,3.2,0
04/07/2025,4,N,HDACi + PD1,4.8,4.1,0
04/07/2025,4,LR,HDACi + PD1,3.1,2.4,0
04/07/2025,5,L,Control,8.9,6.7,0
04/07/2025,5,R,Control,5.4,4.9,0
04/07/2025,5,N,Control,6.9,5.4,0
04/07/2025,5,LR,Control,5.3,4.6,0
04/07/2025,6,L,HDACi,5.9,5.5,0
04/07/2025,6,R,HDACi,5.2,5.1,0
04/07/2025,6,N,HDACi,4.4,3.9,0
04/07/2025,6,LR,HDACi,5,4.7,0
04/07/2025,7,L,aPD1,6.1,4.9,0
04/07/2025,7,R,aPD1,4,3.8,0
04/07/2025,7,N,aPD1,5,4.5,0
04/07/2025,7,LR,aPD1,4.8,4.1,0
04/07/2025,8,L,HDACi + PD1,4.1,3.2,0
04/07/2025,8,R,HDACi + PD1,5.1,3.8,0
04/07/2025,8,N,HDACi + PD1,3.3,2.9,0
04/07/2025,8,LR,HDACi + PD1,3.2,3,0
04/09/2025,1,L,Control,15.6,9.9,0
04/09/2025,1,R,Control,10.6,8.9,0
04/09/2025,1,N,Control,8.1,7.2,0
04/09/2025,1,LR,Control,9.1,6.9,0
04/09/2025,2,L,HDACi,6.2,5,0
04/09/2025,2,R,HDACi,6.1,5.7,0
04/09/2025,2,N,HDACi,7.1,6.2,0
04/09/2025,2,LR,HDACi,5.9,5,0
04/09/2025,3,L,aPD1,6.1,5.4,0
04/09/2025,3,R,aPD1,7.1,5.9,0
04/09/2025,3,N,aPD1,4.8,4.5,0
04/09/2025,3,LR,aPD1,6.2,5.2,0
04/09/2025,4,L,HDACi + PD1,3,2.6,0
04/09/2025,4,R,HDACi + PD1,3.5,2.9,0
04/09/2025,4,N,HDACi + PD1,4.4,3.7,0
04/09/2025,4,LR,HDACi + PD1,3.2,2.5,0
04/09/2025,5,L,Control,10.1,7.9,0
04/09/2025,5,R,Control,6.9,6,0
04/09/2025,5,N,Control,8.1,6.7,0
04/09/2025,5,LR,Control,6.4,5.7,0
04/09/2025,6,L,HDACi,7.1,6.3,0
04/09/2025,6,R,HDACi,6.1,5.9,0
04/09/2025,6,N,HDACi,5.5,4.9,0
04/09/2025,6,LR,HDACi,5.9,5.6,0
04/09/2025,7,L,aPD1,7.2,5.8,0
04/09/2025,7,R,aPD1,5.1,4.9,0
04/09/2025,7,N,aPD1,6.1,5.4,0
04/09/2025,7,LR,aPD1,5.6,4.9,0
04/09/2025,8,L,HDACi + PD1,3.9,3,0
04/09/2025,8,R,HDACi + PD1,4.9,3.5,0
04/09/2025,8,N,HDACi + PD1,3.3,3,0
04/09/2025,8,LR,HDACi + PD1,3.2,2.8,0
04/11/2025,1,L,Control,17.4,11.3,0
04/11/2025,1,R,Control,12.9,10.3,0
04/11/2025,1,N,Control,9.9,8.8,0
04/11/2025,1,LR,Control,10.2,8.4,0
04/11/2025,2,L,HDACi,7.4,6.2,0
04/11/2025,2,R,HDACi,6.9,6.4,0
04/11/2025,2,N,HDACi,8.2,7.1,0
04/11/2025,2,LR,HDACi,7,6.1,0
04/11/2025,3,L,aPD1,6.9,6.3,0
04/11/2025,3,R,aPD1,8.2,7,0
04/11/2025,3,N,aPD1,5.7,5.3,0
04/11/2025,3,LR,aPD1,7.1,6.1,0
04/11/2025,4,L,HDACi + PD1,2.9,2.4,0
04/11/2025,4,R,HDACi + PD1,3.3,2.6,0
04/11/2025,4,N,HDACi + PD1,4,3.2,0
04/11/2025,4,LR,HDACi + PD1,2.5,2,0
04/11/2025,5,L,Control,12.4,9.1,0
04/11/2025,5,R,Control,8.1,7.4,0
04/11/2025,5,N,Control,9.5,8,0
04/11/2025,5,LR,Control,7.7,6.8,0
04/11/2025,6,L,HDACi,7.9,7.1,0
04/11/2025,6,R,HDACi,7.2,6.9,0
04/11/2025,6,N,HDACi,6.7,6,0
04/11/2025,6,LR,HDACi,6.8,6.5,0
04/11/2025,7,L,aPD1,8.3,6.8,0
04/11/2025,7,R,aPD1,6.1,5.9,0
04/11/2025,7,N,aPD1,7,6.2,0
04/11/2025,7,LR,aPD1,6.7,5.9,0
04/11/2025,8,L,HDACi + PD1,3.5,2.8,0
04/11/2025,8,R,HDACi + PD1,4.4,3.2,0
04/11/2025,8,N,HDACi + PD1,3.1,3,0
04/11/2025,8,LR,HDACi + PD1,3.3,2.7,0
04/14/2025,1,L,Control,18.9,13.8,1
04/14/2025,1,R,Control,14.7,12.9,0
04/14/2025,1,N,Control,12.6,10.1,0
04/14/2025,1,LR,Control,12.8,9.9,0
04/14/2025,2,L,HDACi,8.2,7.2,0
04/14/2025,2,R,HDACi,8,7.5,0
04/14/2025,2,N,HDACi,9.1,7.9,0
04/14/2025,2,LR,HDACi,8.1,7.2,0
04/14/2025,3,L,aPD1,8,7.3,0
04/14/2025,3,R,aPD1,9.1,7.8,0
04/14/2025,3,N,aPD1,6.8,6.2,0
04/14/2025,3,LR,aPD1,8,7,0
04/14/2025,4,L,HDACi + PD1,2.8,2.2,0
04/14/2025,4,R,HDACi + PD1,3,2.2,0
04/14/2025,4,N,HDACi + PD1,3.6,3,0
04/14/2025,4,LR,HDACi + PD1,2.1,1.8,0
04/14/2025,5,L,Control,14.9,10.9,0
04/14/2025,5,R,Control,9.6,8.6,0
04/14/2025,5,N,Control,11,9.8,0
04/14/2025,5,LR,Control,8.9,7.9,0
04/14/2025,6,L,HDACi,9,8,0
04/14/2025,6,R,HDACi,8.2,7.9,0
04/14/2025,6,N,HDACi,7.9,7.1,0
04/14/2025,6,LR,HDACi,7.9,7.8,0
04/14/2025,7,L,aPD1,9.2,7.9,0
04/14/2025,7,R,aPD1,7.2,6.9,0
04/14/2025,7,N,aPD1,8.1,7.1,0
04/14/2025,7,LR,aPD1,7.8,6.8,0
04/14/2025,8,L,HDACi + PD1,3.2,2.5,0
04/14/2025,8,R,HDACi + PD1,4.2,2.9,0
04/14/2025,8,N,HDACi + PD1,3,2.6,0
04/14/2025,8,LR,HDACi + PD1,3.2,2.6,0
04/16/2025,1,R,Control,16.9,14.8,0
04/16/2025,1,N,Control,14.5,13.1,0
04/16/2025,1,LR,Control,14.7,12.1,0
04/16/2025,2,L,HDACi,9.4,8.4,0
04/16/2025,2,R,HDACi,9.1,8.9,0
04/16/2025,2,N,HDACi,10.1,9.1,0
04/16/2025,2,LR,HDACi,9,8.2,0
04/16/2025,3,L,aPD1,9.1,8.2,0
04/16/2025,3,R,aPD1,10.3,9.1,0
04/16/2025,3,N,aPD1,7.9,7.3,0
04/16/2025,3,LR,aPD1,8.9,8,0
04/16/2025,4,L,HDACi + PD1,2.6,2,0
04/16/2025,4,R,HDACi + PD1,3,2.2,0
04/16/2025,4,N,HDACi + PD1,3.3,2.8,0
04/16/2025,4,LR,HDACi + PD1,1.5,1,0
04/16/2025,5,L,Control,17.1,13.4,1
04/16/2025,5,R,Control,10.8,9.9,0
04/16/2025,5,N,Control,13.9,11,0
04/16/2025,5,LR,Control,10.1,9.1,0
04/16/2025,6,L,HDACi,10.2,9.4,0
04/16/2025,6,R,HDACi,9.4,9,0
04/16/2025,6,N,HDACi,9,8.2,0
04/16/2025,6,LR,HDACi,9.1,8.9,0
04/16/2025,7,L,aPD1,10.4,9.1,0
04/16/2025,7,R,aPD1,8.1,8,0
04/16/2025,7,N,aPD1,9.2,8.2,0
04/16/2025,7,LR,aPD1,8.9,7.9,0
04/16/2025,8,L,HDACi + PD1,3,2.2,0
04/16/2025,8,R,HDACi + PD1,4,2.6,0
04/16/2025,8,N,HDACi + PD1,2.4,2.2,0
04/16/2025,8,LR,HDACi + PD1,3.1,2.7,0
04/18/2025,1,R,Control,18.8,16.1,1
04/18/2025,1,N,Control,16.7,14.9,1
04/18/2025,1,LR,Control,16.9,14.4,0
04/18/2025,2,L,HDACi,10.6,9.6,0
04/18/2025,2,R,HDACi,10.3,10,0
04/18/2025,2,N,HDACi,11.4,10.4,0
04/18/2025,2,LR,HDACi,10.2,9.4,0
04/18/2025,3,L,aPD1,10.3,9.5,0
04/18/2025,3,R,aPD1,11.4,10.6,0
04/18/2025,3,N,aPD1,9,8.4,0
04/18/2025,3,LR,aPD1,10,9.2,0
04/18/2025,4,L,HDACi + PD1,2.2,1.8,0
04/18/2025,4,R,HDACi + PD1,2.8,2,0
04/18/2025,4,N,HDACi + PD1,3,2.4,0
04/18/2025,4,LR,HDACi + PD1,0,0,0
04/18/2025,5,R,Control,12.9,11.1,0
04/18/2025,5,N,Control,15.8,13.4,0
04/18/2025,5,LR,Control,12,10.7,0
04/18/2025,6,L,HDACi,11.6,10.7,0
04/18/2025,6,R,HDACi,10.6,10.2,0
04/18/2025,6,N,HDACi,10.1,9.4,0
04/18/2025,6,LR,HDACi,10.4,10,0
04/18/2025,7,L,aPD1,11.7,10.4,0
04/18/2025,7,R,aPD1,9.3,9,0
04/18/2025,7,N,aPD1,10.8,9.4,0
04/18/2025,7,LR,aPD1,10.1,9.1,0
04/18/2025,8,L,HDACi + PD1,2.7,2,0
04/18/2025,8,R,HDACi + PD1,3.8,2.4,0
04/18/2025,8,N,HDACi + PD1,2,1.8,0
04/18/2025,8,LR,HDACi + PD1,2.8,2.2,0
04/21/2025,1,LR,Control,18.9,16.9,1
04/21/2025,2,L,HDACi,13.4,11.4,0
04/21/2025,2,R,HDACi,12.1,11.5,0
04/21/2025,2,N,HDACi,12.9,12,0
04/21/2025,2,LR,HDACi,11.9,10.8,0
04/21/2025,3,L,aPD1,11.9,10.8,0
04/21/2025,3,R,aPD1,12.9,12,0
04/21/2025,3,N,aPD1,10.2,9.7,0
04/21/2025,3,LR,aPD1,11.7,10.6,0
04/21/2025,4,L,HDACi + PD1,2,1.2,0
04/21/2025,4,R,HDACi + PD1,2.5,2,0
04/21/2025,4,N,HDACi + PD1,2.8,2.2,0
04/21/2025,4,LR,HDACi + PD1,0,0,0
04/21/2025,5,R,Control,14.5,13.6,0
04/21/2025,5,N,Control,17.9,15.7,0
04/21/2025,5,LR,Control,14.8,13,0
04/21/2025,6,L,HDACi,13,12,0
04/21/2025,6,R,HDACi,12.3,11.6,0
04/21/2025,6,N,HDACi,11.5,10.8,0
04/21/2025,6,LR,HDACi,12,11.7,0
04/21/2025,7,L,aPD1,13.1,12.1,0
04/21/2025,7,R,aPD1,10.8,10.1,0
04/21/2025,7,N,aPD1,12.3,10.9,0
04/21/2025,7,LR,aPD1,11.7,10.5,0
04/21/2025,8,L,HDACi + PD1,2.6,1.9,0
04/21/2025,8,R,HDACi + PD1,3.6,2.2,0
04/21/2025,8,N,HDACi + PD1,0,0,0
04/21/2025,8,LR,HDACi + PD1,2.2,1.4,0
04/23/2025,2,L,HDACi,15.8,13.1,1
04/23/2025,2,R,HDACi,14.4,13.1,0
04/23/2025,2,N,HDACi,14.6,13.9,0
04/23/2025,2,LR,HDACi,13.4,12.6,0
04/23/2025,3,L,aPD1,13.2,12.6,0
04/23/2025,3,R,aPD1,14.1,13.9,0
04/23/2025,3,N,aPD1,11.9,11.1,0
04/23/2025,3,LR,aPD1,13.1,12.2,0
04/23/2025,4,L,HDACi + PD1,0,0,0
04/23/2025,4,R,HDACi + PD1,2.4,1.8,0
04/23/2025,4,N,HDACi + PD1,2.6,2.2,0
04/23/2025,4,LR,HDACi + PD1,0,0,0
04/23/2025,5,R,Control,17.6,15.9,1
04/23/2025,5,N,Control,19,17.9,1
04/23/2025,5,LR,Control,16.9,15.4,0
04/23/2025,6,L,HDACi,15.4,13.9,0
04/23/2025,6,R,HDACi,14.7,13.4,1
04/23/2025,6,N,HDACi,13.3,12.7,0
04/23/2025,6,LR,HDACi,13.4,13,0
04/23/2025,7,L,aPD1,14.9,13.7,1
04/23/2025,7,R,aPD1,12.7,11.9,0
04/23/2025,7,N,aPD1,13.9,12.2,0
04/23/2025,7,LR,aPD1,13.1,12,0
04/23/2025,8,L,HDACi + PD1,2.4,1.8,0
04/23/2025,8,R,HDACi + PD1,3.5,2.2,0
04/23/2025,8,N,HDACi + PD1,0,0,0
04/23/2025,8,LR,HDACi + PD1,2,1.4,0
04/25/2025,2,R,HDACi,15.9,15.1,0
04/25/2025,2,N,HDACi,16.2,15.4,1
04/25/2025,2,LR,HDACi,15,14.4,0
04/25/2025,3,L,aPD1,15,14.2,0
04/25/2025,3,R,aPD1,16.2,15.3,1
04/25/2025,3,N,aPD1,13.4,13.1,0
04/25/2025,3,LR,aPD1,14.9,13.4,0
04/25/2025,4,L,HDACi + PD1,0,0,0
04/25/2025,4,R,HDACi + PD1,2.2,1.8,0
04/25/2025,4,N,HDACi + PD1,2.5,2,0
04/25/2025,4,LR,HDACi + PD1,0,0,0
04/25/2025,5,LR,Control,18.9,17.4,1
04/25/2025,6,L,HDACi,17.8,15.4,1
04/25/2025,6,N,HDACi,15.7,14,0
04/25/2025,6,LR,HDACi,15,14.8,0
04/25/2025,7,R,aPD1,14.5,13,0
04/25/2025,7,N,aPD1,15.1,13.7,1
04/25/2025,7,LR,aPD1,14.9,13.8,0
04/25/2025,8,L,HDACi + PD1,2.4,1.8,0
04/25/2025,8,R,HDACi + PD1,3.5,2.2,0
04/25/2025,8,N,HDACi + PD1,0,0,0
04/25/2025,8,LR,HDACi + PD1,2,1.4,0
